id,horario,produtos,total,pago,formato,mod
155,2021/06/09 - 19:04,358/4-356/6-445/2-138/10-228/6-267/6-179/2-150/7-235/3-448/0,1749.84,0.0,cartão de débito,-4
156,2021/06/09 - 19:04,101/4-74/1,353.04999999999995,0.0,cartão de débito,0
157,2021/06/09 - 19:04,236/8,386.4,0.0,cartão de débito,0
159,2021/06/09 - 19:04,160/4-50/6-56/8-457/0-3/5-265/3-90/8-184/9-123/5-212/7,4045.7,0.0,dinheiro,0
160,2021/06/09 - 19:04,48/2-427/3,215.04999999999995,0.0,cartão de crédido,0
161,2021/06/09 - 19:04,374/10-50/8-427/6-341/3-400/8-83/7-146/8-209/9-340/6-460/2,3830.65,0.0,cartão de débito,0
162,2021/06/09 - 19:04,265/3-84/4-389/10-439/2-211/4-69/8-163/0-73/8,1537.5500000000002,0.0,cartão de débito,0
163,2021/06/09 - 19:04,76/0-383/3-182/9-115/9-24/4-106/10-192/7-38/4,2372.45,0.0,cartão de débito,0
164,2021/06/09 - 19:04,14/5-418/6-297/0-379/8-100/0-133/6-165/3,1726.15,0.0,dinheiro,0
165,2021/06/09 - 19:04,162/6-273/3-269/2-458/2-413/6-383/1-321/2,1014.3,0.0,cartão de débito,0
167,2021/06/09 - 19:04,183/9-67/7-366/4,1750.3,0.0,dinheiro,0
168,2021/06/09 - 19:04,77/10-35/9-78/2-413/1-262/2-329/2-121/7,2742.75,0.0,cartão de débito,0
169,2021/06/09 - 19:04,55/4-92/4-439/10-461/6-407/10-92/3-383/3-219/2-238/5,2740.45,0.0,cartão de crédido,0
171,2021/06/09 - 19:04,297/5-184/0-399/3-159/10-380/6-62/1-214/2-201/0-160/5,993.6,0.0,cartão de crédido,-20
172,2021/06/09 - 19:04,476/6-432/4-70/9-280/9-489/0,1352.4,0.0,cartão de débito,0
173,2021/06/09 - 19:04,475/10-64/7-165/5-396/0-405/8-42/1-459/10-484/7-382/8-155/3,4298.7,0.0,dinheiro,0
174,2021/06/09 - 19:04,458/0,0.0,0.0,cartão de débito,0
175,2021/06/09 - 19:04,245/5-16/1-290/4,686.55,0.0,cartão de débito,0
177,2021/06/09 - 19:04,315/2,64.4,0.0,cartão de crédido,0
178,2021/06/09 - 19:04,314/8-371/4-97/6-293/7,1963.05,0.0,cartão de débito,0
179,2021/06/09 - 19:04,425/0-475/1-354/5-43/10-230/1-176/3,882.0500000000001,0.0,cartão de débito,0
180,2021/06/09 - 19:04,377/0-34/3-494/3-300/7-6/1,1139.65,0.0,cartão de crédido,0
181,2021/06/09 - 19:04,390/2-280/3-335/5-224/2,531.3,0.0,cartão de débito,0
182,2021/06/09 - 19:04,444/1-311/2-122/8-107/3-332/1-497/2-116/2-480/1,756.6999999999999,0.0,cartão de débito,0
183,2021/06/09 - 19:04,369/5,70.03499999999998,0.0,cartão de débito,-13
184,2021/06/09 - 19:04,225/2-275/0-365/9-195/4-65/8-379/6-219/3,1530.65,0.0,cartão de débito,0
185,2021/06/09 - 19:04,277/0-89/6-320/2-5/4-363/8-162/5-447/3-76/0,1629.504,0.0,cartão de débito,-4
186,2021/06/09 - 19:04,329/2-348/1-146/9-398/5-297/4-190/4-159/1-120/0-47/10,1907.85,0.0,cartão de crédido,0
187,2021/06/09 - 19:04,240/7-270/3-35/10-313/6,1701.9999999999995,0.0,dinheiro,0
188,2021/06/09 - 19:04,249/7-420/9-426/5-398/10-235/3-2/2-276/10-420/9-128/1-444/1,2624.898,0.0,cartão de crédido,-8
189,2021/06/09 - 19:04,293/8-427/2-16/2-300/6-455/8-84/5,1940.05,0.0,dinheiro,0
190,2021/06/09 - 19:04,269/10,115.0,0.0,dinheiro,0
191,2021/06/09 - 19:04,237/5-154/6-153/8-128/1-46/3-35/5-36/1-335/5-476/7-180/6,1599.65,0.0,cartão de débito,0
193,2021/06/09 - 19:04,466/1-290/8-149/4-137/9,785.45,0.0,cartão de crédido,0
194,2021/06/09 - 19:04,22/10,529.0,0.0,cartão de débito,0
195,2021/06/09 - 19:04,44/7-345/8,1152.3,0.0,dinheiro,0
196,2021/06/09 - 19:04,490/0-27/7,48.3,0.0,cartão de crédido,0
197,2021/06/09 - 19:04,433/10-493/7-178/1-97/5-169/10-241/10-491/2,3707.6,0.0,dinheiro,0
198,2021/06/09 - 19:04,113/9,31.05,0.0,cartão de crédido,0
199,2021/06/09 - 19:04,162/8-331/2-2/1,241.5,0.0,cartão de débito,0
200,2021/06/09 - 19:04,249/6-157/0-146/7-398/7-418/8-477/3-218/5,2356.35,0.0,dinheiro,0
201,2021/06/09 - 19:04,175/9-55/10,1519.15,0.0,cartão de débito,0
202,2021/06/09 - 19:04,54/2-239/0-319/4-26/0-333/9-395/10-279/9-226/10,2768.05,0.0,cartão de débito,0
203,2021/06/09 - 19:04,208/8-448/10-461/1-314/8-429/5-416/3-435/5-400/7-368/6-5/2,3082.0,0.0,cartão de crédido,0
